"","dep_delay","carrier","dep_time"
"4283",-8,"MQ",1847
"4284",6,"AA",1046
"4285",-1,"DL",829
"4286",-1,"DL",1358
"4287",8,"VX",1638
"4288",-7,"B6",1658
"4289",26,"MQ",1911
"4290",-4,"UA",1548
"4291",-9,"B6",2006
"4292",44,"B6",1639
"4293",-2,"9E",1235
"4294",-10,"EV",1019
"4295",-4,"EV",1959
"4296",-3,"B6",2137
"4297",174,"WN",1244
"4298",26,"EV",1425
"4299",-1,"MQ",814
"4300",0,"DL",1830
"4301",32,"EV",1358
"4302",-6,"US",1014
"4303",-2,"MQ",1658
"4304",-4,"UA",856
"4305",8,"B6",1218
"4306",-5,"DL",2055
"4307",0,"9E",1820
"4308",-7,"B6",1918
"4309",-4,"B6",751
"4310",-6,"MQ",1159
"4311",-6,"UA",2016
"4312",1,"WN",1246
"4313",14,"B6",1134
"4314",57,"B6",2220
"4315",-6,"UA",1453
"4316",-1,"UA",1554
"4317",-9,"DL",1126
"4318",63,"B6",102
"4319",-7,"EV",757
"4320",-4,"UA",626
"4321",29,"AA",759
"4322",0,"B6",1455
"4323",-3,"EV",1452
"4324",-3,"AA",557
"4325",12,"EV",1642
"4326",154,"9E",2104
"4327",113,"MQ",1748
"4328",-7,"MQ",1003
"4329",4,"AA",919
"4330",-8,"MQ",557
"4331",-7,"9E",1438
"4332",-2,"B6",858
"4333",196,"B6",201
"4334",-11,"DL",1814
"4335",-9,"B6",551
"4336",-5,"AA",555
"4337",-4,"WN",751
"4338",-6,"US",749
"4339",4,"B6",1503
"4340",15,"US",1815
"4341",0,"UA",930
"4342",-1,"UA",829
"4343",-3,"UA",1537
"4344",-4,"DL",1536
"4345",-12,"MQ",2128
"4346",-5,"B6",755
"4347",-5,"UA",2024
"4348",3,"UA",603
"4349",-3,"DL",856
"4350",-5,"DL",810
"4351",-7,"B6",1653
"4352",-3,"EV",1517
"4353",47,"MQ",1242
"4354",NA,"US",NA
"4355",-5,"UA",1900
"4356",-7,"DL",2038
"4357",-7,"DL",1653
"4358",28,"US",1718
"4359",120,"B6",1900
"4360",70,"MQ",1025
"4361",5,"9E",1600
"4362",3,"DL",1808
"4363",49,"AA",1119
"4364",NA,"9E",NA
"4365",1,"EV",1422
"4366",-5,"B6",2240
"4367",0,"DL",1236
"4368",9,"B6",1615
"4369",-7,"DL",908
"4370",-6,"UA",748
"4371",-1,"UA",1613
"4372",-5,"DL",625
"4373",0,"DL",1000
"4374",3,"EV",1332
"4375",18,"MQ",1618
"4376",-1,"AA",659
"4377",-9,"EV",1006
"4378",15,"US",1910
"4379",6,"B6",1406
"4380",102,"B6",141
"4381",-4,"B6",1021
"4382",-2,"EV",1323
"4383",-5,"UA",1505
"4384",-3,"AA",2142
"4385",-10,"MQ",1145
"4386",NA,"EV",NA
"4387",-8,"9E",951
"4388",5,"US",1605
"4389",14,"UA",1050
"4390",6,"9E",1456
"4391",1,"UA",1726
"4392",15,"WN",1920
"4393",-8,"DL",1106
"4394",-6,"UA",635
"4395",-2,"UA",1427
"4396",-8,"VX",1022
"4397",-1,"EV",634
"4398",-4,"UA",1532
"4399",-5,"DL",1024
"4400",-6,"DL",1609
"4401",NA,"EV",NA
"4402",-1,"DL",1344
"4403",6,"DL",1636
"4404",6,"DL",1150
"4405",53,"B6",1522
"4406",43,"WN",2113
"4407",-7,"B6",2238
"4408",11,"9E",1541
"4409",-9,"EV",1028
"4410",-3,"DL",1627
"4411",-3,"MQ",2017
"4412",57,"B6",1550
"4413",-5,"9E",1255
"4414",-3,"UA",657
"4415",-6,"EV",809
"4416",-4,"B6",731
"4417",-1,"UA",647
"4418",-6,"EV",649
"4419",-5,"9E",1840
"4420",2,"UA",1728
"4421",-8,"US",837
"4422",39,"DL",1954
"4423",70,"B6",815
"4424",-2,"WN",718
"4425",-7,"MQ",1203
"4426",11,"UA",1028
"4427",8,"B6",1838
"4428",-4,"B6",1702
"4429",-6,"B6",1319
"4430",-1,"EV",1528
"4431",45,"B6",1514
"4432",2,"AA",1727
"4433",3,"DL",833
"4434",-1,"EV",559
"4435",-5,"AA",915
"4436",3,"AA",1513
"4437",79,"EV",1629
"4438",-1,"AA",1954
"4439",0,"MQ",1005
"4440",-4,"EV",917
"4441",-10,"MQ",1040
"4442",-1,"VX",1629
"4443",10,"EV",1440
"4444",2,"EV",832
"4445",27,"EV",2057
"4446",-6,"US",554
"4447",-4,"MQ",1716
"4448",-7,"US",753
"4449",-5,"EV",636
"4450",-4,"EV",956
"4451",5,"WN",1210
"4452",10,"DL",910
"4453",-6,"B6",659
"4454",4,"UA",612
"4455",-5,"DL",1410
"4456",-2,"UA",628
"4457",-6,"9E",2009
"4458",64,"EV",2204
"4459",-7,"MQ",953
"4460",5,"MQ",2105
"4461",-2,"DL",743
"4462",20,"MQ",1815
"4463",76,"EV",1546
"4464",-5,"DL",1050
"4465",45,"EV",1955
"4466",-4,"DL",1526
"4467",-1,"AA",1704
"4468",18,"B6",1338
"4469",13,"DL",1918
"4470",78,"MQ",2218
"4471",-4,"UA",718
"4472",-1,"US",752
"4473",-2,"DL",1558
"4474",-5,"DL",1855
"4475",-8,"B6",1037
"4476",24,"UA",1609
"4477",-6,"B6",1708
"4478",0,"9E",1935
"4479",1,"US",756
"4480",-7,"UA",1153
"4481",11,"AA",1711
"4482",169,"F9",2018
"4483",NA,"MQ",NA
"4484",43,"UA",1342
"4485",80,"B6",2249
"4486",-4,"B6",1648
"4487",-7,"B6",2352
"4488",104,"9E",2114
"4489",-11,"B6",2049
"4490",1,"WN",1141
"4491",2,"US",617
"4492",-7,"UA",1022
"4493",5,"B6",2124
"4494",-4,"DL",806
"4495",-6,"US",639
"4496",4,"WN",1909
"4497",-3,"US",557
"4498",7,"EV",1527
"4499",52,"DL",1952
"4500",-6,"AA",939
"4501",129,"UA",2333
"4502",-3,"DL",607
"4503",0,"B6",1249
"4504",-4,"EV",746
"4505",-1,"EV",927
"4506",44,"UA",730
"4507",-2,"B6",1938
"4508",5,"B6",805
"4509",134,"UA",2014
"4510",-3,"MQ",1957
"4511",8,"UA",2020
"4512",NA,"EV",NA
"4513",NA,"EV",NA
"4514",-3,"EV",1722
"4515",73,"US",1657
"4516",9,"DL",1444
"4517",6,"UA",1558
"4518",98,"9E",1728
"4519",-5,"AA",840
"4520",39,"EV",1008
"4521",-4,"WN",611
"4522",20,"DL",1220
"4523",12,"UA",1336
"4524",-9,"B6",1331
"4525",93,"FL",1721
"4526",-4,"US",955
"4527",-3,"UA",1527
"4528",-4,"9E",1856
"4529",-10,"B6",1720
"4530",-5,"9E",1855
"4531",46,"B6",2115
"4532",0,"F9",830
"4533",147,"EV",2349
"4534",8,"AA",1853
"4535",-1,"UA",1448
"4536",-2,"VX",908
"4537",143,"UA",928
"4538",24,"DL",1610
"4539",28,"MQ",1328
"4540",1,"B6",823
"4541",-4,"MQ",751
"4542",61,"UA",1342
"4543",-1,"DL",824
"4544",1,"UA",925
"4545",NA,"B6",NA
"4546",21,"UA",1051
"4547",4,"WN",1154
"4548",-5,"B6",850
"4549",-5,"EV",1300
"4550",8,"US",1208
"4551",1,"VX",1046
"4552",33,"DL",1233
"4553",7,"US",852
"4554",-3,"B6",1927
"4555",1,"EV",1627
"4556",19,"B6",1804
"4557",-5,"US",1443
"4558",28,"UA",658
"4559",-7,"AA",1153
"4560",23,"DL",1553
"4561",-1,"UA",1539
"4562",1,"B6",1456
"4563",3,"UA",1103
"4564",78,"WN",1308
"4565",178,"UA",1100
"4566",-6,"UA",624
"4567",3,"AA",618
"4568",3,"UA",1833
"4569",72,"B6",1312
"4570",-7,"AA",1338
"4571",-9,"AA",1756
"4572",-4,"AA",606
"4573",-10,"9E",1550
"4574",-3,"EV",653
"4575",13,"DL",1813
"4576",-1,"EV",1442
"4577",7,"B6",1257
"4578",5,"UA",1704
"4579",NA,"9E",NA
"4580",-4,"DL",1901
"4581",-4,"UA",1311
"4582",-10,"EV",1246
"4583",-8,"US",952
"4584",6,"UA",1345
"4585",0,"B6",611
"4586",-9,"MQ",1706
"4587",266,"AA",2046
"4588",23,"UA",1417
"4589",16,"MQ",846
"4590",0,"DL",1929
"4591",3,"UA",548
"4592",-6,"9E",1554
"4593",NA,"US",NA
"4594",187,"9E",2307
"4595",-3,"UA",627
"4596",103,"B6",1828
"4597",1,"B6",1152
"4598",-6,"US",1654
"4599",-7,"B6",1629
"4600",-1,"EV",1238
"4601",-6,"AA",753
"4602",2,"UA",832
"4603",24,"EV",853
"4604",16,"AA",2151
"4605",-6,"UA",1013
"4606",-1,"MQ",1049
"4607",-3,"MQ",1812
"4608",NA,"B6",NA
"4609",0,"WN",1300
"4610",-5,"EV",1255
"4611",10,"UA",2137
"4612",-2,"UA",1648
"4613",-8,"US",1752
"4614",-8,"B6",2022
"4615",1,"US",1031
"4616",67,"DL",1822
"4617",3,"VX",733
"4618",-3,"DL",857
"4619",-7,"UA",2038
"4620",-2,"B6",1528
"4621",7,"B6",2136
"4622",-7,"B6",1214
"4623",13,"UA",2112
"4624",10,"EV",1825
"4625",0,"UA",1730
"4626",-8,"B6",552
"4627",10,"DL",1015
"4628",-8,"MQ",1307
"4629",-1,"UA",1413
"4630",-3,"B6",812
"4631",4,"WN",744
"4632",5,"EV",905
"4633",-1,"MQ",1429
"4634",-1,"UA",724
"4635",-1,"UA",544
"4636",0,"UA",1500
"4637",-2,"UA",1830
"4638",15,"DL",1645
"4639",-8,"UA",916
"4640",2,"MQ",1702
"4641",-12,"US",2048
"4642",-2,"EV",1727
"4643",15,"UA",1607
"4644",-1,"FL",2029
"4645",-2,"UA",2017
"4646",-2,"US",1758
"4647",-5,"DL",755
"4648",13,"EV",1943
"4649",-7,"DL",753
"4650",-7,"MQ",1628
"4651",73,"WN",1748
"4652",-5,"B6",1015
"4653",82,"MQ",2222
"4654",190,"EV",2
"4655",21,"UA",2114
"4656",3,"VX",1328
"4657",28,"WN",1003
"4658",85,"9E",2159
"4659",-6,"B6",1224
"4660",7,"AA",1506
"4661",-2,"UA",1453
"4662",NA,"B6",NA
"4663",-5,"AA",1255
"4664",-1,"UA",728
"4665",-4,"WN",1506
"4666",-4,"EV",956
"4667",-5,"AA",1135
"4668",-5,"EV",938
"4669",77,"EV",1734
"4670",-1,"UA",1928
"4671",-2,"B6",628
"4672",67,"WN",2012
"4673",-3,"DL",827
"4674",12,"MQ",841
"4675",-4,"UA",556
"4676",-9,"DL",1350
"4677",-6,"WN",2024
"4678",38,"EV",2237
"4679",-9,"9E",1850
"4680",27,"9E",1632
"4681",16,"VX",1711
"4682",-3,"AA",1107
"4683",-3,"MQ",1027
"4684",-2,"AA",1028
"4685",15,"DL",1844
"4686",-4,"DL",1526
"4687",16,"AA",1651
"4688",-6,"AA",814
"4689",49,"UA",1918
"4690",8,"AA",1308
"4691",0,"AA",1710
"4692",-4,"DL",1526
"4693",32,"EV",1707
"4694",25,"EV",2005
"4695",-5,"UA",1525
"4696",4,"UA",1634
"4697",-1,"B6",1735
"4698",62,"9E",2147
"4699",-7,"B6",2352
"4700",-8,"WN",2022
"4701",2,"EV",807
"4702",-6,"AA",1519
"4703",-6,"DL",924
"4704",-8,"9E",837
"4705",28,"DL",1928
"4706",13,"EV",658
"4707",-2,"WN",928
"4708",0,"MQ",815
"4709",135,"EV",1221
"4710",-11,"FL",1135
"4711",-1,"WN",1249
"4712",-7,"US",453
"4713",-5,"EV",1925
"4714",-5,"B6",905
"4715",60,"EV",1340
"4716",-4,"US",1011
"4717",104,"AA",1904
"4718",-5,"UA",1315
"4719",-8,"DL",652
"4720",1,"MQ",1911
"4721",54,"UA",1554
"4722",63,"9E",2003
"4723",0,"MQ",1935
"4724",5,"B6",1351
"4725",0,"DL",1445
"4726",3,"UA",1732
"4727",-5,"DL",1555
"4728",-6,"UA",2022
"4729",-5,"EV",1925
"4730",20,"WN",1315
"4731",-9,"AA",756
"4732",-3,"UA",859
"4733",8,"EV",1938
"4734",0,"DL",905
"4735",1,"B6",730
"4736",-5,"AA",855
"4737",0,"B6",2100
"4738",23,"AA",1513
"4739",-5,"AA",830
"4740",2,"EV",1001
"4741",-7,"US",1153
"4742",-3,"UA",1537
"4743",32,"AA",1937
"4744",9,"EV",2038
"4745",1,"DL",1841
"4746",1,"DL",601
"4747",-7,"B6",648
"4748",-6,"EV",1438
"4749",-7,"US",853
"4750",2,"UA",1202
"4751",26,"WN",651
"4752",9,"UA",1812
"4753",0,"MQ",855
"4754",-2,"B6",820
"4755",-3,"VX",912
"4756",-7,"UA",1244
"4757",-8,"B6",1422
"4758",23,"9E",828
"4759",-8,"B6",828
"4760",29,"EV",1454
"4761",23,"US",1513
"4762",12,"B6",1942
"4763",29,"UA",1650
"4764",-3,"EV",840
"4765",45,"UA",1614
"4766",-1,"B6",2358
"4767",0,"DL",1000
"4768",2,"UA",1137
"4769",-4,"MQ",825
"4770",-5,"9E",755
"4771",-11,"B6",738
"4772",0,"UA",859
"4773",0,"B6",1630
"4774",73,"9E",1948
"4775",5,"UA",1520
"4776",1,"AA",1551
"4777",1,"AA",1546
"4778",18,"B6",838
"4779",-5,"AA",645
"4780",-2,"MQ",958
"4781",54,"9E",1914
"4782",84,"EV",1227
"4783",-6,"US",609
"4784",-6,"DL",554
"4785",-3,"EV",957
"4786",7,"EV",841
"4787",-7,"US",952
"4788",2,"DL",1442
"4789",-6,"DL",1839
"4790",-5,"DL",825
"4791",8,"UA",1148
"4792",13,"US",1848
"4793",-7,"B6",853
"4794",0,"MQ",1359
"4795",-2,"B6",1643
"4796",-5,"B6",710
"4797",-4,"MQ",1451
"4798",47,"EV",2146
"4799",76,"WN",2021
"4800",124,"EV",1226
"4801",-5,"UA",1825
"4802",-6,"EV",1544
"4803",-4,"US",1849
"4804",-5,"MQ",1500
"4805",15,"AA",615
"4806",-1,"WN",1259
"4807",1,"UA",722
"4808",-2,"DL",1543
"4809",-13,"AA",2047
"4810",-15,"B6",1345
"4811",-5,"AA",755
"4812",-2,"EV",2003
"4813",-1,"UA",609
"4814",-1,"UA",901
"4815",25,"MQ",1315
"4816",-2,"DL",1457
"4817",163,"B6",2213
"4818",-2,"B6",1707
"4819",-5,"EV",1423
"4820",0,"UA",700
"4821",-1,"DL",714
"4822",-3,"EV",837
"4823",-9,"EV",613
"4824",-6,"MQ",1444
"4825",14,"B6",813
"4826",154,"9E",1919
"4827",-8,"AA",951
"4828",4,"MQ",833
"4829",15,"DL",825
"4830",9,"B6",1956
"4831",NA,"B6",NA
"4832",182,"9E",2207
"4833",-1,"UA",854
"4834",17,"UA",1552
"4835",10,"UA",1404
"4836",-5,"UA",854
"4837",-5,"MQ",605
"4838",38,"WN",1853
"4839",-9,"AA",2136
"4840",49,"B6",1124
"4841",0,"UA",1300
"4842",-15,"MQ",755
"4843",-4,"DL",826
"4844",0,"US",1800
"4845",-11,"MQ",1954
"4846",8,"EV",838
"4847",-6,"DL",759
"4848",-6,"WN",939
"4849",0,"B6",1730
"4850",-6,"UA",1003
"4851",-5,"UA",725
"4852",23,"DL",1608
"4853",-4,"EV",603
"4854",-7,"EV",1052
"4855",NA,"US",NA
"4856",36,"B6",915
"4857",-5,"UA",1232
"4858",4,"AA",949
"4859",-2,"UA",1058
"4860",-6,"B6",1934
"4861",0,"AA",845
"4862",2,"9E",1557
"4863",NA,"AA",NA
"4864",143,"DL",2023
"4865",8,"MQ",803
"4866",3,"UA",1418
"4867",-3,"B6",1217
"4868",16,"FL",1326
"4869",NA,"MQ",NA
"4870",-5,"UA",630
"4871",-5,"EV",754
"4872",5,"AA",1555
"4873",-8,"EV",1434
"4874",-12,"B6",548
"4875",0,"DL",1000
"4876",-6,"AA",1444
"4877",-3,"UA",1653
"4878",6,"EV",1311
"4879",-2,"DL",1628
"4880",8,"EV",1323
"4881",-2,"WN",1013
"4882",-3,"UA",748
"4883",1,"UA",1531
"4884",30,"MQ",2145
"4885",-8,"US",1152
"4886",-1,"DL",1544
"4887",-3,"DL",557
"4888",-1,"EV",1005
"4889",-8,"US",1122
"4890",180,"UA",1340
"4891",-4,"B6",2355
"4892",-10,"UA",859
"4893",26,"B6",1925
"4894",-5,"MQ",625
"4895",2,"US",1442
"4896",27,"EV",1956
"4897",-1,"B6",659
"4898",105,"EV",1820
"4899",-3,"EV",1427
"4900",29,"US",729
"4901",-2,"B6",1917
"4902",-3,"B6",657
"4903",-5,"B6",2026
"4904",-4,"AA",1656
"4905",-8,"DL",1852
"4906",-7,"UA",628
"4907",-11,"EV",1329
"4908",-6,"DL",859
"4909",-3,"B6",1757
"4910",-10,"MQ",1050
"4911",201,"EV",1956
"4912",8,"EV",1949
"4913",75,"AA",1615
"4914",-3,"B6",906
"4915",NA,"B6",NA
"4916",28,"B6",2213
"4917",-3,"DL",1242
"4918",18,"EV",1530
"4919",-3,"EV",2121
"4920",-6,"AA",1154
"4921",-4,"UA",626
"4922",-2,"UA",633
"4923",-6,"B6",624
"4924",3,"AA",758
"4925",0,"9E",620
"4926",-3,"MQ",1717
"4927",-9,"US",1451
"4928",0,"MQ",1540
"4929",-7,"AA",538
"4930",8,"UA",1628
"4931",-6,"MQ",1329
"4932",1,"DL",806
"4933",-4,"EV",1036
"4934",5,"B6",1504
"4935",143,"DL",2323
"4936",-5,"B6",735
"4937",1,"AA",911
"4938",10,"AA",1455
"4939",-8,"US",552
"4940",-7,"US",853
"4941",-7,"US",1753
"4942",-5,"AA",1650
"4943",30,"DL",1955
"4944",-3,"DL",1627
"4945",13,"MQ",1733
"4946",-10,"9E",1640
"4947",-8,"B6",900
"4948",55,"B6",1739
"4949",NA,"EV",NA
"4950",24,"EV",1123
"4951",6,"US",1546
"4952",-3,"WN",732
"4953",-1,"WN",754
"4954",0,"EV",600
"4955",1,"AA",1126
"4956",-1,"B6",2250
"4957",-1,"UA",1051
"4958",81,"B6",1959
"4959",-6,"EV",1213
"4960",231,"DL",2226
"4961",-1,"DL",1559
"4962",-6,"MQ",1829
"4963",25,"MQ",1325
"4964",81,"9E",2116
"4965",-1,"EV",2009
"4966",-4,"UA",556
"4967",-4,"UA",2047
"4968",22,"AA",1757
"4969",-5,"EV",834
"4970",-8,"EV",1557
"4971",10,"UA",1000
"4972",-3,"DL",1857
"4973",-7,"US",553
"4974",-7,"WN",748
"4975",-5,"DL",1710
"4976",-8,"EV",958
"4977",-3,"AA",1737
"4978",17,"DL",1122
"4979",NA,"AA",NA
"4980",19,"EV",2213
"4981",-5,"B6",755
"4982",-4,"MQ",916
"4983",3,"DL",1548
"4984",11,"B6",1336
"4985",-8,"EV",1138
"4986",NA,"B6",NA
"4987",-3,"B6",808
"4988",-10,"AA",1900
"4989",0,"WN",1245
"4990",56,"MQ",1926
"4991",-2,"WN",928
"4992",1,"MQ",601
"4993",-10,"AA",1455
"4994",2,"UA",702
"4995",-8,"US",852
"4996",4,"DL",1442
"4997",17,"DL",1704
"4998",-5,"EV",635
"4999",20,"US",1550
"5000",-2,"EV",1258
